survey_year,cell_unit,from,to,distance_m
2020,C0306_U3,V2,V1,5.001886346044667
2020,C0327_U1,V1,V2,15.209253403562968
2020,C0327_U1,V1,V3,12.037911624135674
2020,C0327_U1,V2,V1,15.209253403562968
2020,C0327_U1,V2,V3,5.376678095884713
2020,C0327_U1,V3,V1,12.037911624135674
2020,C0327_U1,V3,V2,5.376678095884713
2020,C0327_U2,V1,V2,14.297366827198053
2020,C0327_U2,V1,V3,17.864720197162725
2020,C0327_U2,V2,V1,14.297366827198053
2020,C0327_U2,V2,V3,3.602295681741342
2020,C0327_U2,V3,V1,17.864720197162725
2020,C0327_U2,V3,V2,3.602295681741342
2020,C0327_U3,V1,V2,13.877672902178848
2020,C0327_U3,V1,V3,12.3901211008422
2020,C0327_U3,V2,V1,13.877672902178848
2020,C0327_U3,V2,V3,10.283387927029347
2020,C0327_U3,V3,V1,12.3901211008422
2020,C0327_U3,V3,V2,10.283387927029347
2020,C0328_U1,V1,V2,7.070144115790966
2020,C0328_U1,V1,V3,15.006490034480004
2020,C0328_U1,V2,V1,7.070144115790966
2020,C0328_U1,V2,V3,8.06945362278482
2020,C0328_U1,V3,V1,15.006490034480004
2020,C0328_U1,V3,V2,8.06945362278482
2020,C0328_U2,V1,V2,3.607869785931436
2020,C0328_U2,V1,V3,5.824697134353555
2020,C0328_U2,V2,V1,3.607869785931436
2020,C0328_U2,V2,V3,2.9936705467591063
2020,C0328_U2,V3,V1,5.824697134353555
2020,C0328_U2,V3,V2,2.9936705467591063
2020,C0328_U3,V1,V2,1.0019074414653444
2020,C0328_U3,V1,V3,15.324058330808228
2020,C0328_U3,V2,V1,1.0019074414653444
2020,C0328_U3,V2,V3,14.342791183385783
2020,C0328_U3,V3,V1,15.324058330808228
2020,C0328_U3,V3,V2,14.342791183385783
2020,C0329_U1,V1,V2,9.978918355150142
2020,C0329_U1,V1,V3,19.7013765602999
2020,C0329_U1,V2,V1,9.978918355150142
2020,C0329_U1,V2,V3,12.213411946889792
2020,C0329_U1,V3,V1,19.7013765602999
2020,C0329_U1,V3,V2,12.213411946889792
2020,C0329_U2,V1,V2,2.9936732108489905
2020,C0329_U2,V1,V3,9.072291058940001
2020,C0329_U2,V2,V1,2.9936732108489905
2020,C0329_U2,V2,V3,9.235284185297793
2020,C0329_U2,V3,V1,9.072291058940001
2020,C0329_U2,V3,V2,9.235284185297793
2020,C0329_U3,V1,V2,14.342439549647379
2020,C0329_U3,V1,V3,12.542675099405386
2020,C0329_U3,V2,V1,14.342439549647379
2020,C0329_U3,V2,V3,9.470464289730929
2020,C0329_U3,V3,V1,12.542675099405386
2020,C0329_U3,V3,V2,9.470464289730929
2020,C0386_U1,V1,V2,27.58717010372555
2020,C0386_U1,V1,V3,10.068576546058681
2020,C0386_U1,V2,V1,27.58717010372555
2020,C0386_U1,V2,V3,22.332062623155725
2020,C0386_U1,V3,V1,10.068576546058681
2020,C0386_U1,V3,V2,22.332062623155725
2020,C0386_U2,V1,V2,10.976818894307799
2020,C0386_U2,V1,V3,5.825022723478778
2020,C0386_U2,V2,V1,10.976818894307799
2020,C0386_U2,V2,V3,6.699301527329557
2020,C0386_U2,V3,V1,5.825022723478778
2020,C0386_U2,V3,V2,6.699301527329557
2020,C0386_U3,V1,V2,9.22119994635134
2020,C0386_U3,V1,V3,6.07054854627414
2020,C0386_U3,V2,V1,9.22119994635134
2020,C0386_U3,V2,V3,6.011441121638853
2020,C0386_U3,V3,V1,6.07054854627414
2020,C0386_U3,V3,V2,6.011441121638853
2020,C0444_U1,V1,V2,9.470836226436267
2020,C0444_U1,V1,V3,11.420514995417754
2020,C0444_U1,V2,V1,9.470836226436267
2020,C0444_U1,V2,V3,10.004369060097483
2020,C0444_U1,V3,V1,11.420514995417754
2020,C0444_U1,V3,V2,10.004369060097483
2020,C0444_U2,V1,V2,15.27704648640704
2020,C0444_U2,V1,V3,9.441602151363567
2020,C0444_U2,V2,V1,15.27704648640704
2020,C0444_U2,V2,V3,5.8360381046062635
2020,C0444_U2,V3,V1,9.441602151363567
2020,C0444_U2,V3,V2,5.8360381046062635
2020,C0444_U3,V1,V2,11.72177371686633
2020,C0444_U3,V1,V3,8.55624822922158
2020,C0444_U3,V2,V1,11.72177371686633
2020,C0444_U3,V2,V3,3.167099383342143
2020,C0444_U3,V3,V1,8.55624822922158
2020,C0444_U3,V3,V2,3.167099383342143
2020,C0448_U1,V1,V2,6.011524536669105
2020,C0448_U1,V1,V3,7.056720809409181
2020,C0448_U1,V2,V1,6.011524536669105
2020,C0448_U1,V2,V3,8.596189382191978
2020,C0448_U1,V3,V1,7.056720809409181
2020,C0448_U1,V3,V2,8.596189382191978
2020,C0448_U2,V1,V2,14.334933727624806
2020,C0448_U2,V1,V3,20.62164208075464
2020,C0448_U2,V2,V1,14.334933727624806
2020,C0448_U2,V2,V3,7.604381293185439
2020,C0448_U2,V3,V1,20.62164208075464
2020,C0448_U2,V3,V2,7.604381293185439
2020,C0448_U3,V1,V2,5.825069963047727
2020,C0448_U3,V1,V3,13.126655338544293
2020,C0448_U3,V2,V1,5.825069963047727
2020,C0448_U3,V2,V3,8.045763047976598
2020,C0448_U3,V3,V1,13.126655338544293
2020,C0448_U3,V3,V2,8.045763047976598
2020,C0449_U1,V1,V2,7.216260397258085
2020,C0449_U1,V2,V1,7.216260397258085
2020,C0449_U2,V1,V2,15.276498459764682
2020,C0449_U2,V2,V1,15.276498459764682
2020,C0449_U3,V1,V2,13.9053507020605
2020,C0449_U3,V2,V1,13.9053507020605
2020,C0507_U1,V1,V2,5.3767413356865665
2020,C0507_U1,V1,V3,5.37694945815632
2020,C0507_U1,V2,V1,5.3767413356865665
2020,C0507_U1,V2,V3,4.007675657706613
2020,C0507_U1,V3,V1,5.37694945815632
2020,C0507_U1,V3,V2,4.007675657706613
2020,C0507_U2,V1,V2,11.021095351400854
2020,C0507_U2,V1,V3,11.166104684257034
2020,C0507_U2,V2,V1,11.021095351400854
2020,C0507_U2,V2,V3,18.883354592200984
2020,C0507_U2,V3,V1,11.166104684257034
2020,C0507_U2,V3,V2,18.883354592200984
2020,C0507_U3,V1,V2,10.30589639904826
2020,C0507_U3,V1,V3,6.0938374401619075
2020,C0507_U3,V2,V1,10.30589639904826
2020,C0507_U3,V2,V3,4.996880644110621
2020,C0507_U3,V3,V1,6.0938374401619075
2020,C0507_U3,V3,V2,4.996880644110621
2020,C0508_U1,V1,V2,11.420679584206228
2020,C0508_U1,V1,V3,11.165644646591025
2020,C0508_U1,V2,V1,11.420679584206228
2020,C0508_U1,V2,V3,17.486228585547657
2020,C0508_U1,V3,V1,11.165644646591025
2020,C0508_U1,V3,V2,17.486228585547657
2020,C0508_U2,V1,V2,6.0707139518967494
2020,C0508_U2,V1,V3,8.015386523283366
2020,C0508_U2,V2,V1,6.0707139518967494
2020,C0508_U2,V2,V3,9.221334325137015
2020,C0508_U2,V3,V1,8.015386523283366
2020,C0508_U2,V3,V2,9.221334325137015
2020,C0508_U3,V1,V2,7.291786606543359
2020,C0508_U3,V1,V3,4.242391355040652
2020,C0508_U3,V2,V1,7.291786606543359
2020,C0508_U3,V2,V3,10.068845024460066
2020,C0508_U3,V3,V1,4.242391355040652
2020,C0508_U3,V3,V2,10.068845024460066
2020,C0509_U1,V1,V2,10.284052822823249
2020,C0509_U1,V1,V3,6.070714556946974
2020,C0509_U1,V2,V1,10.284052822823249
2020,C0509_U1,V2,V3,5.00252486185148
2020,C0509_U1,V3,V1,6.070714556946974
2020,C0509_U1,V3,V2,5.00252486185148
2020,C0509_U2,V1,V2,1.0019258898028947
2020,C0509_U2,V1,V3,4.115488614827737
2020,C0509_U2,V2,V1,1.0019258898028947
2020,C0509_U2,V2,V3,4.466459254475324
2020,C0509_U2,V3,V1,4.115488614827737
2020,C0509_U2,V3,V2,4.466459254475324
2020,C0509_U3,V1,V2,49.18578784753575
2020,C0509_U3,V1,V3,6.399937783433848
2020,C0509_U3,V2,V1,49.18578784753575
2020,C0509_U3,V2,V3,45.13076427581073
2020,C0509_U3,V3,V1,6.399937783433848
2020,C0509_U3,V3,V2,45.13076427581073
2020,C0568_U1,V1,V2,3.1671306430914377
2020,C0568_U1,V1,V3,1.0019196639798533
2020,C0568_U1,V2,V1,3.1671306430914377
2020,C0568_U1,V2,V3,4.130099819558701
2020,C0568_U1,V3,V1,1.0019196639798533
2020,C0568_U1,V3,V2,4.130099819558701
2020,C0568_U2,V1,V2,25.06777484659516
2020,C0568_U2,V1,V3,21.063990334887247
2020,C0568_U2,V2,V1,25.06777484659516
2020,C0568_U2,V2,V3,4.47703100344733
2020,C0568_U2,V3,V1,21.063990334887247
2020,C0568_U2,V3,V2,4.47703100344733
2020,C0568_U3,V1,V2,10.215950710712418
2020,C0568_U3,V1,V3,8.0535202000846855
2020,C0568_U3,V2,V1,10.215950710712418
2020,C0568_U3,V2,V3,10.807092623202797
2020,C0568_U3,V3,V1,8.0535202000846855
2020,C0568_U3,V3,V2,10.807092623202797
2020,C0569_U1,V1,V2,8.607415187307346
